frame trackId x y sceneId metaId
2004 36 290.0 30.5 coupa_1 0
2016 36 292.5 30.5 coupa_1 0
2028 36 295.0 30.5 coupa_1 0
2040 36 298.0 30.5 coupa_1 0
2052 36 301.0 29.5 coupa_1 0
2064 36 303.5 29.5 coupa_1 0
2076 36 303.5 29.5 coupa_1 0
2088 36 306.0 28.0 coupa_1 0
2100 36 309.0 28.0 coupa_1 0
2112 36 312.0 28.0 coupa_1 0
2124 36 314.5 28.0 coupa_1 0
2136 36 317.0 27.0 coupa_1 0
2148 36 320.0 27.0 coupa_1 0
2160 36 323.0 27.0 coupa_1 0
2172 36 325.5 26.0 coupa_1 0
2184 36 328.0 26.0 coupa_1 0
2196 36 331.0 26.0 coupa_1 0
2208 36 334.0 26.0 coupa_1 0
2220 36 336.5 25.0 coupa_1 0
2232 36 339.0 25.0 coupa_1 0
1008 121 1378.5 864.0 hyang_0 1
1020 121 1378.5 864.0 hyang_0 1
1032 121 1378.5 864.0 hyang_0 1
1044 121 1378.5 864.0 hyang_0 1
1056 121 1378.5 864.0 hyang_0 1
1068 121 1378.5 864.0 hyang_0 1
1080 121 1378.5 864.0 hyang_0 1
1092 121 1378.5 864.0 hyang_0 1
1104 121 1378.5 862.0 hyang_0 1
1116 121 1378.5 862.0 hyang_0 1
1128 121 1378.5 862.0 hyang_0 1
1140 121 1378.5 862.0 hyang_0 1
1152 121 1378.5 862.0 hyang_0 1
1164 121 1378.5 862.0 hyang_0 1
1176 121 1378.5 862.0 hyang_0 1
1188 121 1378.5 862.0 hyang_0 1
1200 121 1378.5 860.0 hyang_0 1
1212 121 1378.5 860.0 hyang_0 1
1224 121 1378.5 860.0 hyang_0 1
1236 121 1378.5 860.0 hyang_0 1
8004 322 694.5 1874.0 hyang_0 2
8016 322 694.5 1874.0 hyang_0 2
8028 322 694.5 1874.0 hyang_0 2
8040 322 694.5 1874.0 hyang_0 2
8052 322 694.5 1874.0 hyang_0 2
8064 322 694.5 1874.0 hyang_0 2
8076 322 694.5 1874.0 hyang_0 2
8088 322 694.5 1874.0 hyang_0 2
8100 322 694.5 1874.0 hyang_0 2
8112 322 694.5 1874.0 hyang_0 2
8124 322 694.5 1874.0 hyang_0 2
8136 322 694.5 1874.0 hyang_0 2
8148 322 694.5 1874.0 hyang_0 2
8160 322 694.5 1874.0 hyang_0 2
8172 322 694.5 1874.0 hyang_0 2
8184 322 694.5 1874.0 hyang_0 2
8196 322 696.5 1876.0 hyang_0 2
8208 322 696.5 1876.0 hyang_0 2
8220 322 696.5 1876.0 hyang_0 2
8232 322 696.5 1876.0 hyang_0 2
8004 323 685.5 1878.0 hyang_0 3
8016 323 685.5 1878.0 hyang_0 3
8028 323 685.5 1878.0 hyang_0 3
8040 323 685.5 1878.0 hyang_0 3
8052 323 685.5 1878.0 hyang_0 3
8064 323 685.5 1878.0 hyang_0 3
8076 323 685.5 1878.0 hyang_0 3
8088 323 685.5 1878.0 hyang_0 3
8100 323 685.5 1878.0 hyang_0 3
8112 323 685.5 1878.0 hyang_0 3
8124 323 685.5 1878.0 hyang_0 3
8136 323 685.5 1878.0 hyang_0 3
8148 323 685.5 1878.0 hyang_0 3
8160 323 685.5 1878.0 hyang_0 3
8172 323 685.5 1878.0 hyang_0 3
8184 323 685.5 1878.0 hyang_0 3
8196 323 685.5 1878.0 hyang_0 3
8208 323 685.5 1878.0 hyang_0 3
8220 323 685.5 1878.0 hyang_0 3
8232 323 685.5 1878.0 hyang_0 3
9000 56 629.5 101.0 little_3 4
9012 56 627.5 97.0 little_3 4
9024 56 627.5 97.0 little_3 4
9036 56 627.5 97.0 little_3 4
9048 56 627.5 97.0 little_3 4
9060 56 627.5 97.0 little_3 4
9072 56 627.5 95.0 little_3 4
9084 56 627.5 93.0 little_3 4
9096 56 627.5 93.0 little_3 4
9108 56 627.5 93.0 little_3 4
9120 56 627.5 93.0 little_3 4
9132 56 627.5 91.0 little_3 4
9144 56 627.5 91.0 little_3 4
9156 56 627.5 89.0 little_3 4
9168 56 627.5 89.0 little_3 4
9180 56 627.5 89.0 little_3 4
9192 56 627.5 87.0 little_3 4
9204 56 627.5 87.0 little_3 4
9216 56 627.5 87.0 little_3 4
9228 56 627.5 85.0 little_3 4
504 0 54.0 1496.5 nexus_5 5
516 0 52.0 1496.5 nexus_5 5
528 0 51.5 1496.5 nexus_5 5
540 0 49.5 1496.5 nexus_5 5
552 0 48.0 1500.0 nexus_5 5
564 0 46.5 1500.0 nexus_5 5
576 0 44.5 1500.0 nexus_5 5
588 0 43.5 1500.0 nexus_5 5
600 0 42.5 1504.0 nexus_5 5
612 0 40.5 1504.0 nexus_5 5
624 0 39.0 1504.0 nexus_5 5
636 0 37.5 1507.5 nexus_5 5
648 0 36.5 1507.5 nexus_5 5
660 0 35.0 1507.5 nexus_5 5
672 0 33.5 1507.5 nexus_5 5
684 0 54.5 1511.0 nexus_5 5
696 0 112.0 1518.5 nexus_5 5
708 0 184.5 1526.0 nexus_5 5
720 0 237.0 1526.0 nexus_5 5
732 0 281.5 1526.0 nexus_5 5
504 1 65.0 1531.0 nexus_5 6
516 1 65.0 1531.0 nexus_5 6
528 1 65.0 1531.0 nexus_5 6
540 1 65.0 1531.0 nexus_5 6
552 1 64.0 1531.0 nexus_5 6
564 1 64.0 1531.0 nexus_5 6
576 1 64.0 1531.0 nexus_5 6
588 1 62.0 1531.0 nexus_5 6
600 1 62.0 1535.0 nexus_5 6
612 1 62.0 1535.0 nexus_5 6
624 1 60.0 1535.0 nexus_5 6
636 1 60.0 1535.0 nexus_5 6
648 1 60.0 1535.0 nexus_5 6
660 1 60.0 1535.0 nexus_5 6
672 1 59.0 1535.0 nexus_5 6
684 1 59.0 1535.0 nexus_5 6
696 1 59.0 1535.0 nexus_5 6
708 1 113.0 1553.0 nexus_5 6
720 1 167.0 1550.0 nexus_5 6
732 1 217.0 1539.0 nexus_5 6
504 2 15.5 1535.0 nexus_5 7
516 2 15.5 1535.0 nexus_5 7
528 2 15.5 1535.0 nexus_5 7
540 2 15.5 1535.0 nexus_5 7
552 2 15.5 1535.0 nexus_5 7
564 2 15.5 1535.0 nexus_5 7
576 2 15.5 1535.0 nexus_5 7
588 2 15.5 1535.0 nexus_5 7
600 2 15.5 1535.0 nexus_5 7
612 2 15.5 1535.0 nexus_5 7
624 2 15.5 1535.0 nexus_5 7
636 2 15.5 1535.0 nexus_5 7
648 2 15.5 1535.0 nexus_5 7
660 2 15.5 1535.0 nexus_5 7
672 2 15.5 1535.0 nexus_5 7
684 2 15.5 1535.0 nexus_5 7
696 2 15.5 1535.0 nexus_5 7
708 2 58.5 1535.0 nexus_5 7
720 2 108.0 1535.0 nexus_5 7
732 2 156.0 1535.0 nexus_5 7
504 5 108.0 1674.5 nexus_5 8
516 5 108.0 1674.5 nexus_5 8
528 5 106.5 1674.5 nexus_5 8
540 5 106.5 1674.5 nexus_5 8
552 5 105.0 1676.0 nexus_5 8
564 5 105.0 1676.0 nexus_5 8
576 5 103.0 1676.0 nexus_5 8
588 5 103.0 1676.0 nexus_5 8
600 5 101.5 1680.0 nexus_5 8
612 5 101.5 1680.0 nexus_5 8
624 5 100.0 1680.0 nexus_5 8
636 5 98.0 1682.0 nexus_5 8
648 5 98.0 1682.0 nexus_5 8
660 5 96.5 1682.0 nexus_5 8
672 5 96.5 1682.0 nexus_5 8
684 5 118.0 1685.0 nexus_5 8
696 5 185.5 1687.0 nexus_5 8
