frame trackId x y sceneId metaId
0 0 862.1119402112995 228.24132085147343 video0 0
10 0 858.9547718878936 251.9825179784564 video0 0
20 0 855.7548211941903 274.33309121937594 video0 0
30 0 852.2786223732596 294.020330675016 video0 0
40 0 848.8395628492439 311.0075563683884 video0 0
50 0 845.4669078631741 324.61871498480866 video0 0
60 0 842.4448452152933 335.0066288255384 video0 0
70 0 839.619896433016 343.54190855127194 video0 0
80 0 836.0583297228877 352.6241070752096 video0 0
90 0 831.2462973214127 362.7357071715798 video0 0
100 0 824.4753966676539 373.72841412125337 video0 0
110 0 815.5363747265213 385.4966499582664 video0 0
120 0 804.454100391179 397.9511097654795 video0 0
130 0 791.0929430490428 411.0889720062012 video0 0
140 0 775.4137292720951 424.6794612259287 video0 0
150 0 757.7399515228608 438.4984949176591 video0 0
160 0 737.8139969397022 452.8213369516343 video0 0
170 0 715.6080438584999 467.86353960765047 video0 0
180 0 691.3017519876495 484.0279264612534 video0 0
190 0 665.8835121918604 500.4846376395113 video0 0
0 1 886.0876529693301 301.8026538069413 video0 1
10 1 888.0005236118309 309.9954121017661 video0 1
20 1 889.9929222187496 316.04052165451293 video0 1
30 1 891.5203578257796 319.63253471405545 video0 1
40 1 892.2666870892195 321.1886450079258 video0 1
50 1 892.4042862157744 321.37040446455745 video0 1
60 1 892.3749553576104 321.29054841447777 video0 1
70 1 892.3799422596695 321.2448788903566 video0 1
80 1 892.386438355773 321.2756533254325 video0 1
90 1 892.3955591371708 321.26882914366723 video0 1
100 1 892.3920158120235 321.25918342521067 video0 1
110 1 892.4010053591564 321.2677136524172 video0 1
120 1 892.3930000690087 321.27440659991765 video0 1
130 1 892.3985119081268 321.2668606296965 video0 1
140 1 892.3634067423153 321.30406554374355 video0 1
150 1 892.3779737456989 321.2990786416843 video0 1
160 1 892.4144568712896 321.26640130977 video0 1
170 1 892.4264648065114 321.25025949520995 video0 1
180 1 892.3835512019492 321.28142763308 video0 1
190 1 892.3765957859192 321.283986701242 video0 1
0 4 1129.306543601447 252.93160418088272 video0 2
10 4 1129.306543601447 252.93160418088272 video0 2
20 4 1129.306543601447 252.93160418088272 video0 2
30 4 1129.306543601447 252.93160418088272 video0 2
40 4 1129.306543601447 252.93160418088272 video0 2
50 4 1129.306543601447 252.93160418088272 video0 2
60 4 1129.306543601447 252.93160418088272 video0 2
70 4 1129.306543601447 252.93160418088272 video0 2
80 4 1129.306543601447 252.93160418088272 video0 2
90 4 1129.306543601447 252.93160418088272 video0 2
100 4 1129.306543601447 252.93160418088272 video0 2
110 4 1129.306543601447 252.93160418088272 video0 2
120 4 1129.306543601447 252.93160418088272 video0 2
130 4 1129.306543601447 252.93160418088272 video0 2
140 4 1129.306543601447 252.93160418088272 video0 2
150 4 1129.306543601447 252.93160418088272 video0 2
160 4 1129.306543601447 252.93160418088272 video0 2
170 4 1129.306543601447 252.93160418088272 video0 2
180 4 1129.306543601447 252.93160418088272 video0 2
190 4 1129.306543601447 252.93160418088272 video0 2
0 5 1159.210764268024 241.8820727945871 video0 3
10 5 1159.210764268024 241.8820727945871 video0 3
20 5 1159.210764268024 241.8820727945871 video0 3
30 5 1159.210764268024 241.8820727945871 video0 3
40 5 1159.210764268024 241.8820727945871 video0 3
50 5 1159.210764268024 241.8820727945871 video0 3
60 5 1159.210764268024 241.8820727945871 video0 3
70 5 1159.210764268024 241.8820727945871 video0 3
80 5 1159.210764268024 241.8820727945871 video0 3
90 5 1159.210764268024 241.8820727945871 video0 3
100 5 1159.210764268024 241.8820727945871 video0 3
110 5 1159.210764268024 241.8820727945871 video0 3
120 5 1159.210764268024 241.8820727945871 video0 3
130 5 1159.210764268024 241.8820727945871 video0 3
140 5 1159.210764268024 241.8820727945871 video0 3
150 5 1159.210764268024 241.8820727945871 video0 3
160 5 1159.210764268024 241.8820727945871 video0 3
170 5 1159.210764268024 241.8820727945871 video0 3
180 5 1159.210764268024 241.8820727945871 video0 3
190 5 1159.210764268024 241.8820727945871 video0 3
10 6 429.093066399726 677.4697261037122 video0 4
20 6 460.8923098488026 658.3649699320143 video0 4
30 6 492.7349262223679 640.0829869829536 video0 4
40 6 524.4365969956283 622.3623586012155 video0 4
