frame trackId x y sceneId metaId
0 2.0 1127.8335702142742 222.9519238120938 video6 0
10 2.0 1124.314917108708 223.77220358370136 video6 0
20 2.0 1120.861946752632 224.8922224159204 video6 0
30 2.0 1117.331220094712 226.08520749932143 video6 0
40 2.0 1113.717487764359 227.2983370423564 video6 0
50 2.0 1110.375344744836 228.82642882070988 video6 0
60 2.0 1106.905838871406 231.01771295580576 video6 0
70 2.0 1103.382658183707 233.2900998664962 video6 0
80 2.0 1099.7911700612233 235.1766580389215 video6 0
90 2.0 1096.177897050797 236.486835320714 video6 0
100 2.0 1092.543101620957 237.31105212026307 video6 0
110 2.0 1088.6834362785262 237.8903201647196 video6 0
120 2.0 1084.871933911246 238.3827767430665 video6 0
130 2.0 1081.0696835596284 239.05226834451528 video6 0
140 2.0 1077.0766842042462 239.94164295649588 video6 0
150 2.0 1073.0760076443785 240.89748772355503 video6 0
160 2.0 1069.1878644665037 241.74237391979685 video6 0
170 2.0 1065.4862051787911 242.2845026673388 video6 0
180 2.0 1061.932971844472 242.41239045830457 video6 0
190 2.0 1058.2109712457286 242.19565707012603 video6 0
0 3.0 1131.4486148872743 228.91120615571643 video6 1
10 3.0 1127.3627016724731 230.3567515815635 video6 1
20 3.0 1123.4548733548916 231.69730959563776 video6 1
30 3.0 1119.6153524720946 232.9245468221297 video6 1
40 3.0 1115.787445821725 234.11700696847197 video6 1
50 3.0 1112.124763110633 235.32521522658007 video6 1
60 3.0 1108.4991540793233 236.47115282608047 video6 1
70 3.0 1104.740211035062 237.4163676176977 video6 1
80 3.0 1100.9129605560158 238.1622375612112 video6 1
90 3.0 1097.192928471243 238.9672285409793 video6 1
100 3.0 1093.6410074795713 240.37727509822076 video6 1
110 3.0 1090.1543755345958 241.9609445876814 video6 1
120 3.0 1086.5483204087288 243.2636415163851 video6 1
130 3.0 1082.7534847930676 244.36830593963228 video6 1
140 3.0 1078.8940163020338 245.40020096309445 video6 1
150 3.0 1075.0171592709253 246.4345894375862 video6 1
160 3.0 1071.194633225409 247.44050007663452 video6 1
170 3.0 1067.354915491215 248.2523808553003 video6 1
180 3.0 1063.3783860360547 248.8996282488798 video6 1
190 3.0 1059.2889951132383 249.512557882236 video6 1
120 7.0 1083.376716316204 233.23307857847703 video6 2
130 7.0 1079.6940203797428 234.27055105818965 video6 2
140 7.0 1076.0925584531408 235.82154321573609 video6 2
150 7.0 1072.495361640142 237.582116494034 video6 2
160 7.0 1068.7528884961023 238.7071878454445 video6 2
170 7.0 1065.0094310950778 239.38652201674708 video6 2
180 7.0 1061.288349136187 240.10345480489076 video6 2
190 7.0 1057.3433815216908 240.9089707217177 video6 2
200 7.0 1053.3815503041783 241.62537857280256 video6 2
210 7.0 1049.4380918837269 242.5288608682401 video6 2
220 7.0 1045.4083469342238 244.08267456247785 video6 2
230 7.0 1041.5627236581176 246.1412808559459 video6 2
240 7.0 1037.683701261641 247.95769431388044 video6 2
250 7.0 1033.7017912016274 249.42135006825836 video6 2
260 7.0 1029.7080044406569 250.63441399416092 video6 2
270 7.0 1025.882066304258 251.59209604092624 video6 2
280 7.0 1022.2243704952252 252.3964964665031 video6 2
290 7.0 1018.5309133490572 253.26388933914373 video6 2
300 7.0 1014.706746875232 254.2749837316484 video6 2
310 7.0 1010.7501650283084 255.40812599033893 video6 2
390 16.0 321.65754503575613 620.1204180399392 video6 3
400 16.0 324.2103139530124 618.1732296372151 video6 3
410 16.0 327.202848891332 616.230437582359 video6 3
420 16.0 330.3668413965032 614.2675666850013 video6 3
430 16.0 333.4158070686507 612.269918707494 video6 3
440 16.0 336.43399830572235 610.4221402602922 video6 3
450 16.0 339.37797656609706 608.826659687007 video6 3
460 16.0 342.3684773733136 607.4193690493247 video6 3
470 16.0 345.67413726724567 606.2486937909254 video6 3
480 16.0 349.0255323024314 604.8466525238317 video6 3
490 16.0 351.90907718390434 602.6779406822669 video6 3
500 16.0 354.7255613561074 600.4703178812139 video6 3
510 16.0 357.3543149126342 598.1513428065491 video6 3
520 16.0 359.910299069376 596.0710828594031 video6 3
530 16.0 362.7296703954028 594.154143954696 video6 3
540 16.0 365.49753227252864 592.2798561860217 video6 3
550 16.0 368.1940683267813 590.5537319022117 video6 3
560 16.0 370.9093708808883 588.8935528364215 video6 3
570 16.0 373.65479169874766 587.255486744236 video6 3
580 16.0 376.4540185651406 585.6020006259463 video6 3
970 22.0 492.92987472260353 497.3713015605206 video6 4
980 22.0 495.6335630442832 495.5538382284682 video6 4
990 22.0 498.7044448386384 493.5773189675801 video6 4
1000 22.0 501.74461781504993 491.5298019694806 video6 4
1010 22.0 504.581443298284 489.4489514681432 video6 4
1020 22.0 507.4107884284292 487.4161983248243 video6 4
1030 22.0 510.3374437658615 485.46487604276166 video6 4
1040 22.0 513.4360159900716 483.5810737898953 video6 4
1050 22.0 516.5630004325928 481.69924005099983 video6 4
1060 22.0 519.6857853786431 479.8208840201193 video6 4
1070 22.0 522.9257625230849 477.9767801323296 video6 4
1080 22.0 526.2974988693015 476.15597032652704 video6 4
1090 22.0 529.6407573800748 474.3312891099153 video6 4
1100 22.0 533.0401185390141 472.4278017173417 video6 4
1110 22.0 536.4671701278086 470.5214271709442 video6 4
1120 22.0 539.873158617116 468.6848036362434 video6 4
1130 22.0 543.3217982424563 466.9124848912534 video6 4
1140 22.0 546.7906479445628 465.2763873130386 video6 4
1150 22.0 550.3055608735846 463.7849755116733 video6 4
1160 22.0 553.9147656218048 462.39264558016856 video6 4
980 23.0 499.7418517012186 499.5296458951728 video6 5
990 23.0 502.2225073900133 497.41828342728894 video6 5
1000 23.0 504.72566975520687 495.0866442460792 video6 5
1010 23.0 507.1182016352448 492.6690466214805 video6 5
1020 23.0 510.0999097467254 491.0351144086336 video6 5
1030 23.0 513.6204657491301 490.0791384073096 video6 5
1040 23.0 516.947713679608 489.2496066200396 video6 5
1050 23.0 520.1768639972106 488.72466956117546 video6 5
1060 23.0 523.4709752758478 488.5495374349119 video6 5
1070 23.0 526.8840504154498 488.66522043925903 video6 5
1080 23.0 530.5422055444092 488.9875974105341 video6 5
1090 23.0 534.356595065513 489.1952756344472 video6 5
1100 23.0 538.2120609114729 489.13608898106014 video6 5
1110 23.0 542.1123432588333 488.8351688120663 video6 5
1120 23.0 546.0449092353139 488.1786694028244 video6 5
1130 23.0 549.9155326388485 487.1195432694337 video6 5
1140 23.0 553.6389111973717 485.6585122003501 video6 5
