frame trackId x y sceneId metaId
10068 0 217.0 1058.0 bookstore_0 0
10080 0 235.0 1026.0 bookstore_0 0
10092 0 258.5 999.0 bookstore_0 0
10104 0 302.0 972.0 bookstore_0 0
10116 0 318.0 958.0 bookstore_0 0
10128 0 351.5 945.0 bookstore_0 0
10140 0 385.0 931.0 bookstore_0 0
10152 0 411.0 922.0 bookstore_0 0
10164 0 462.5 909.5 bookstore_0 0
10176 0 501.0 906.0 bookstore_0 0
10188 0 538.5 904.0 bookstore_0 0
10200 0 577.0 897.0 bookstore_0 0
10212 0 616.5 895.0 bookstore_0 0
10224 0 656.0 892.5 bookstore_0 0
10236 0 698.0 890.0 bookstore_0 0
10248 0 735.0 883.5 bookstore_0 0
10260 0 773.0 877.0 bookstore_0 0
10272 0 810.5 870.0 bookstore_0 0
10284 0 848.0 863.0 bookstore_0 0
10296 0 879.5 849.5 bookstore_0 0
10020 1 1352.5 635.0 bookstore_0 1
10032 1 1309.0 637.5 bookstore_0 1
10044 1 1263.5 642.0 bookstore_0 1
10056 1 1214.0 642.0 bookstore_0 1
10068 1 1166.5 633.0 bookstore_0 1
10080 1 1117.0 622.0 bookstore_0 1
10092 1 1071.5 610.5 bookstore_0 1
10104 1 1036.0 599.0 bookstore_0 1
10116 1 992.5 588.0 bookstore_0 1
10128 1 947.0 576.5 bookstore_0 1
10140 1 903.5 565.0 bookstore_0 1
10152 1 860.0 554.0 bookstore_0 1
10164 1 814.5 542.5 bookstore_0 1
10176 1 769.0 526.5 bookstore_0 1
10188 1 721.5 511.0 bookstore_0 1
10200 1 678.0 501.5 bookstore_0 1
10212 1 634.5 492.5 bookstore_0 1
10224 1 595.0 488.0 bookstore_0 1
10236 1 547.5 481.0 bookstore_0 1
10248 1 500.0 470.0 bookstore_0 1
6888 2 17.0 893.5 bookstore_0 2
6900 2 19.0 904.0 bookstore_0 2
6912 2 31.0 904.0 bookstore_0 2
6924 2 45.0 906.5 bookstore_0 2
6936 2 57.0 908.5 bookstore_0 2
6948 2 71.0 910.5 bookstore_0 2
6960 2 84.5 913.0 bookstore_0 2
6972 2 98.5 917.5 bookstore_0 2
6984 2 112.0 919.5 bookstore_0 2
6996 2 128.0 919.5 bookstore_0 2
7008 2 143.0 919.5 bookstore_0 2
7020 2 159.0 922.0 bookstore_0 2
7032 2 174.5 923.5 bookstore_0 2
7044 2 190.5 925.5 bookstore_0 2
7056 2 206.0 927.5 bookstore_0 2
7068 2 221.0 927.5 bookstore_0 2
7080 2 237.0 927.5 bookstore_0 2
7092 2 250.5 923.5 bookstore_0 2
7104 2 266.5 920.5 bookstore_0 2
7116 2 274.5 920.5 bookstore_0 2
7164 4 17.5 22.0 bookstore_0 3
7176 4 17.5 42.5 bookstore_0 3
7188 4 19.0 61.0 bookstore_0 3
7200 4 23.0 79.0 bookstore_0 3
7212 4 25.0 97.0 bookstore_0 3
7224 4 27.0 115.0 bookstore_0 3
7236 4 29.0 131.0 bookstore_0 3
7248 4 33.0 149.0 bookstore_0 3
7260 4 35.0 165.0 bookstore_0 3
7272 4 39.0 183.0 bookstore_0 3
7284 4 41.0 199.0 bookstore_0 3
7296 4 41.0 215.0 bookstore_0 3
7308 4 41.0 233.0 bookstore_0 3
7320 4 39.0 251.0 bookstore_0 3
7332 4 39.0 269.0 bookstore_0 3
7344 4 39.0 287.5 bookstore_0 3
7356 4 39.0 305.5 bookstore_0 3
7368 4 37.0 321.5 bookstore_0 3
7380 4 35.0 339.5 bookstore_0 3
7392 4 31.0 355.5 bookstore_0 3
9024 6 22.0 1064.0 bookstore_0 4
9036 6 28.0 1052.0 bookstore_0 4
9048 6 32.0 1039.0 bookstore_0 4
9060 6 36.0 1025.0 bookstore_0 4
9072 6 38.0 1009.0 bookstore_0 4
9084 6 42.0 996.0 bookstore_0 4
9096 6 46.0 982.0 bookstore_0 4
9108 6 48.0 969.0 bookstore_0 4
9120 6 54.0 955.0 bookstore_0 4
9132 6 58.0 939.0 bookstore_0 4
9144 6 64.0 925.0 bookstore_0 4
9156 6 70.0 910.0 bookstore_0 4
9168 6 73.5 894.0 bookstore_0 4
9180 6 79.5 880.0 bookstore_0 4
9192 6 81.5 864.0 bookstore_0 4
9204 6 85.5 848.0 bookstore_0 4
9216 6 87.5 833.0 bookstore_0 4
9228 6 91.5 817.0 bookstore_0 4
9240 6 95.5 801.0 bookstore_0 4
9252 6 97.5 785.0 bookstore_0 4
9408 7 1073.5 1064.5 bookstore_0 5
9420 7 1075.5 1053.5 bookstore_0 5
9432 7 1076.5 1037.5 bookstore_0 5
9444 7 1076.5 1021.5 bookstore_0 5
9456 7 1076.5 1006.0 bookstore_0 5
9468 7 1076.5 990.0 bookstore_0 5
9480 7 1076.5 974.5 bookstore_0 5
9492 7 1076.5 958.5 bookstore_0 5
9504 7 1076.5 943.5 bookstore_0 5
9516 7 1077.5 930.0 bookstore_0 5
9528 7 1079.5 915.5 bookstore_0 5
9540 7 1080.5 903.0 bookstore_0 5
9552 7 1081.5 888.0 bookstore_0 5
9564 7 1083.5 872.0 bookstore_0 5
9576 7 1085.0 854.0 bookstore_0 5
9588 7 1089.0 836.0 bookstore_0 5
9600 7 1093.0 822.0 bookstore_0 5
9612 7 1099.0 806.5 bookstore_0 5
9624 7 1105.0 795.0 bookstore_0 5
9636 7 1113.0 788.0 bookstore_0 5
9120 8 220.0 1056.0 bookstore_0 6
9132 8 239.5 1038.0 bookstore_0 6
9144 8 267.5 1004.0 bookstore_0 6
9156 8 301.0 974.0 bookstore_0 6
9168 8 340.5 947.0 bookstore_0 6
9180 8 382.5 936.0 bookstore_0 6
9192 8 423.5 927.0 bookstore_0 6
9204 8 465.5 920.0 bookstore_0 6
9216 8 510.5 915.0 bookstore_0 6
9228 8 558.5 911.0 bookstore_0 6
9240 8 607.5 906.0 bookstore_0 6
9252 8 655.0 902.0 bookstore_0 6
9264 8 700.5 895.0 bookstore_0 6
9276 8 744.0 886.0 bookstore_0 6
9288 8 789.5 879.0 bookstore_0 6
9300 8 835.0 863.0 bookstore_0 6
9312 8 882.5 847.0 bookstore_0 6
9324 8 930.0 829.0 bookstore_0 6
9336 8 973.5 809.0 bookstore_0 6
9348 8 1015.0 784.0 bookstore_0 6
9804 9 1380.0 601.0 bookstore_0 7
9816 9 1348.5 604.0 bookstore_0 7
9828 9 1318.5 606.0 bookstore_0 7
9840 9 1287.0 610.0 bookstore_0 7
9852 9 1255.5 617.0 bookstore_0 7
9864 9 1224.0 622.0 bookstore_0 7
9876 9 1194.0 635.0 bookstore_0 7
9888 9 1166.5 653.5 bookstore_0 7
9900 9 1139.0 672.0 bookstore_0 7
9912 9 1113.0 690.0 bookstore_0 7
9924 9 1085.5 708.0 bookstore_0 7
9936 9 1059.5 726.0 bookstore_0 7
9948 9 1030.0 742.0 bookstore_0 7
9960 9 996.5 755.5 bookstore_0 7
9972 9 961.0 767.0 bookstore_0 7
9984 9 927.0 780.0 bookstore_0 7
9996 9 891.5 789.5 bookstore_0 7
10008 9 855.0 796.0 bookstore_0 7
10020 9 819.5 803.0 bookstore_0 7
10032 9 783.5 811.0 bookstore_0 7
7920 10 16.5 18.0 bookstore_0 8
7932 10 16.5 18.0 bookstore_0 8
7944 10 18.0 29.0 bookstore_0 8
7956 10 18.0 40.0 bookstore_0 8
7968 10 18.0 54.0 bookstore_0 8
7980 10 18.0 67.5 bookstore_0 8
7992 10 18.0 81.0 bookstore_0 8
8004 10 20.0 98.0 bookstore_0 8
8016 10 20.0 119.5 bookstore_0 8
8028 10 21.0 140.0 bookstore_0 8
8040 10 22.0 162.5 bookstore_0 8
8052 10 22.0 167.5 bookstore_0 8
8064 10 22.0 174.0 bookstore_0 8
8076 10 22.0 187.5 bookstore_0 8
8088 10 23.0 206.0 bookstore_0 8
8100 10 23.0 224.0 bookstore_0 8
8112 10 23.0 235.5 bookstore_0 8
8124 10 23.0 246.5 bookstore_0 8
8136 10 23.0 258.0 bookstore_0 8
8148 10 23.0 271.5 bookstore_0 8
9504 11 735.0 483.5 bookstore_0 9
9516 11 729.0 483.5 bookstore_0 9
9528 11 719.5 485.5 bookstore_0 9
9540 11 709.5 490.5 bookstore_0 9
9552 11 701.5 492.5 bookstore_0 9
9564 11 692.0 495.0 bookstore_0 9
9576 11 682.0 499.5 bookstore_0 9
9588 11 676.0 504.0 bookstore_0 9
9600 11 672.0 506.0 bookstore_0 9
9612 11 668.0 508.5 bookstore_0 9
9624 11 664.0 510.5 bookstore_0 9
9636 11 658.0 513.0 bookstore_0 9
9648 11 654.0 515.0 bookstore_0 9
9660 11 648.0 517.5 bookstore_0 9
9672 11 644.0 519.5 bookstore_0 9
9684 11 636.5 522.0 bookstore_0 9
